2.176584763689195068e+00,5.441148694030143451e-01,1.537897810665886933e+00,-1.508641497838665746e+00,-3.481759119151261572e+00,-1.793709056635256260e+00,-4.582187390443441810e-01,-7.647587771265387246e-01,-3.262267364463408814e+00,-7.754069170249729970e-01,-8.092769052360058168e-01,-1.283645962745322056e+00,-4.196887180635389125e-01,-9.204096845965986651e-01,-1.698336686654289496e+00,-4.194950232830883530e-01,-1.545098302898014753e+00,-2.432450824047661442e+00,-1.394434911648746667e+00,-1.113901189737931618e+00,-7.369643750999199661e-01,-8.623164985025838503e-01,-9.898908798046147650e-01,-1.120099352446805918e+00,-8.299046462421418857e-01,-2.004287226947851330e+00,-3.974562670904782102e+00,-5.659883168023950306e-01,-7.031152942494910407e-01,-3.856799064125516208e-01,-3.135859687799798234e-02,-8.826485971191795343e-01,-1.120325037773388877e+00
8.845047642927281739e-01,5.441148694030143451e-01,-1.117839943644278966e+00,-3.171476319498239826e-01,-1.474557526383528661e-01,7.299902954603146865e-01,-4.582187390443441810e-01,1.639105483795093132e+00,-6.983722343323787163e-01,-7.754069170249729970e-01,4.472713394927279595e-01,7.897014355131553032e-01,9.264826417629067334e-01,1.516270014335442173e+00,3.025234323628490096e-01,-4.194950232830883530e-01,5.016943931925067490e-01,-8.603137283152774151e-01,2.333115882046278844e-01,2.540933277598717566e-01,-7.369643750999199661e-01,1.159667015227612730e+00,-9.898908798046147650e-01,-3.971983519314924160e-02,1.204957707524648258e+00,5.605850417487466819e-01,1.672269282466901652e-01,-2.599745901464164607e-02,1.060113398929431044e-01,-3.856799064125516208e-01,-3.133117043455323908e-02,1.366568872414919422e-01,-5.414336808692048475e-01
1.099851430858805879e+00,-1.837847219829066070e+00,1.537897810665886933e+00,8.743462339390176696e-01,4.638331978890137264e-01,6.850846130386852861e-01,-4.582187390443441810e-01,-7.647587771265387246e-01,2.226386376564379599e-01,1.289645446853545208e+00,8.825755528451835474e-02,7.897014355131553032e-01,-4.196887180635389125e-01,1.516270014335442173e+00,2.055066383357724569e-01,-4.194950232830883530e-01,8.338429588214312238e-01,-3.623431191087820857e-01,8.325017367727011175e-01,-1.113901189737931618e+00,1.356917693429100291e+00,1.159667015227612730e+00,1.207472988314443052e+00,-1.120099352446805918e+00,-8.299046462421418857e-01,5.524522511955894943e-01,3.114998825751355560e-01,-2.904827771147657223e-01,1.494598825571265277e-01,-3.856799064125516208e-01,-3.132709378420120427e-02,1.155962371602163419e+00,9.057947113912546699e-01
1.307914313114557359e-01,5.441148694030143451e-01,1.537897810665886933e+00,-1.508641497838665746e+00,3.526897523385834066e-01,4.964807468678419378e-01,-4.582187390443441810e-01,1.639105483795093132e+00,6.706979807861325193e-01,-7.754069170249729970e-01,2.677644473886231502e-01,7.897014355131553032e-01,9.264826417629067334e-01,1.516270014335442173e+00,3.484830145207969965e-01,-4.194950232830883530e-01,5.909229004064173729e-01,2.861113983344096279e-01,1.117677796786383126e+00,9.845758371033590528e-01,-7.369643750999199661e-01,1.159667015227612730e+00,-9.898908798046147650e-01,-1.120099352446805918e+00,1.204957707524648258e+00,5.166107023373627261e-01,2.869980914369990033e-01,-1.692603396522088244e-01,-2.494809548920076947e-01,-3.856799064125516208e-01,-3.132201285043977740e-02,-8.826485971191795343e-01,-5.414336808692048475e-01
-6.229219016698166467e-01,5.441148694030143451e-01,1.537897810665886933e+00,-1.508641497838665746e+00,-6.476012576152891942e-01,-1.793709056635256260e+00,-4.582187390443441810e-01,4.371733533342772038e-01,-5.241269342263863429e-01,1.289645446853545208e+00,8.825755528451835474e-02,1.826375134642393983e+00,-4.196887180635389125e-01,-9.204096845965986651e-01,-1.698336686654289496e+00,-4.194950232830883530e-01,-1.545098302898014753e+00,-2.637665617307403676e-01,9.339688742307526992e-01,-1.113901189737931618e+00,-7.369643750999199661e-01,-8.623164985025838503e-01,1.087910542549141157e-01,-1.120099352446805918e+00,1.204957707524648258e+00,-2.004287226947851330e+00,2.812930152929765323e-02,-2.904827771147657223e-01,3.798856060183745109e-01,-3.856799064125516208e-01,-3.132413761153399895e-02,-8.826485971191795343e-01,3.269033544870708630e-01
9.921780975757670262e-01,5.441148694030143451e-01,1.537897810665886933e+00,8.743462339390176696e-01,2.971180295633683022e-01,-1.793709056635256260e+00,-4.582187390443441810e-01,-7.647587771265387246e-01,-1.171323763191500777e+00,1.289645446853545208e+00,-8.092769052360058168e-01,-1.283645962745322056e+00,-4.196887180635389125e-01,1.516270014335442173e+00,-1.698336686654289496e+00,-4.194950232830883530e-01,-1.545098302898014753e+00,-1.170670889608725451e+00,-1.394434911648746667e+00,-1.113901189737931618e+00,-7.369643750999199661e-01,-8.623164985025838503e-01,1.087910542549141157e-01,1.040659682060507407e+00,-8.299046462421418857e-01,-2.004287226947851330e+00,2.744814924872576167e-01,-5.659883168023950306e-01,-7.031152942494910407e-01,-3.856799064125516208e-01,-3.133886111629588522e-02,-8.826485971191795343e-01,-2.519880024171129995e-01
4.538114311605724871e-01,-1.837847219829066070e+00,-1.117839943644278966e+00,-3.171476319498239826e-01,2.971180295633683022e-01,1.071273481864697841e+00,2.182363824940011909e+00,1.639105483795093132e+00,5.213448664095676754e-01,-7.754069170249729970e-01,-8.092769052360058168e-01,-2.469722636160833762e-01,2.272654001589352379e+00,1.238816149457046267e-01,7.297533510141953617e-01,2.192838862056739835e+00,1.088295953543005012e+00,4.759939191852301937e-02,2.290392876800785849e-01,9.048868360840695013e-01,-7.369643750999199661e-01,1.159667015227612730e+00,1.087910542549141157e-01,-1.120099352446805918e+00,1.204957707524648258e+00,6.180541858098983488e-01,2.744814924872576167e-01,-5.659883168023950306e-01,-7.031152942494910407e-01,2.832620176232143461e+00,-3.132288454729894450e-02,-3.729958549388437961e-01,3.269033544870708630e-01
-1.922285685376610154e-01,5.441148694030143451e-01,-2.325940255408903146e-01,8.743462339390176696e-01,9.639787028659499990e-01,4.156505185089090504e-01,-4.582187390443441810e-01,4.371733533342772038e-01,-1.221108134650355614e+00,1.289645446853545208e+00,2.780860936846091036e+00,7.897014355131553032e-01,-4.196887180635389125e-01,-9.204096845965986651e-01,3.901603387528688183e-01,-4.194950232830883530e-01,8.440405025030210950e-01,-9.401534015862276217e-01,-1.447870082180061635e-01,-1.113901189737931618e+00,1.356917693429100291e+00,1.159667015227612730e+00,1.207472988314443052e+00,1.040659682060507407e+00,1.204957707524648258e+00,5.003405849646818115e-01,4.138916512505173007e-01,3.842100318199674014e+00,5.090287112002705783e+00,-3.856799064125516208e-01,-3.134222089477611828e-02,1.155962371602163419e+00,1.484686068295438144e+00
-5.152485683867777944e-01,5.441148694030143451e-01,1.537897810665886933e+00,-1.508641497838665746e+00,-3.481759119151261572e+00,-5.183876758609818891e-01,-4.582187390443441810e-01,-7.647587771265387246e-01,-3.262267364463408814e+00,-7.754069170249729970e-01,-8.092769052360058168e-01,-1.283645962745322056e+00,-4.196887180635389125e-01,-9.204096845965986651e-01,-4.189719914820266289e-01,-4.194950232830883530e-01,-1.545098302898014753e+00,-2.432450824047661442e+00,-1.394434911648746667e+00,-1.113901189737931618e+00,-7.369643750999199661e-01,-8.623164985025838503e-01,-9.898908798046147650e-01,-1.120099352446805918e+00,-8.299046462421418857e-01,2.518758764062984934e-01,-3.974562670904782102e+00,-5.659883168023950306e-01,-7.031152942494910407e-01,-3.856799064125516208e-01,-3.135859687799798234e-02,-8.826485971191795343e-01,-1.120325037773388877e+00
-8.382685682358945733e-01,-1.837847219829066070e+00,-2.325940255408903146e-01,8.743462339390176696e-01,1.304028612377228502e-01,3.438014266343020764e-01,-4.582187390443441810e-01,-7.647587771265387246e-01,-1.021970648814935823e+00,-7.754069170249729970e-01,-8.092769052360058168e-01,-1.283645962745322056e+00,-4.196887180635389125e-01,-9.204096845965986651e-01,5.857954436425459877e-01,-4.194950232830883530e-01,3.329493251281043786e-01,-5.809259202513966658e-01,-1.394434911648746667e+00,8.143382555141114032e-02,-7.369643750999199661e-01,-8.623164985025838503e-01,-9.898908798046147650e-01,-1.120099352446805918e+00,-8.299046462421418857e-01,4.853726200267673985e-01,2.358050203166296432e-01,-5.659883168023950306e-01,-7.031152942494910407e-01,-3.856799064125516208e-01,-3.133647547477145384e-02,-8.826485971191795343e-01,-1.120325037773388877e+00
-1.591981901217166984e+00,-1.837847219829066070e+00,-2.325940255408903146e-01,-1.508641497838665746e+00,-4.253143665144286101e-01,-1.591422164879469081e-01,-4.582187390443441810e-01,4.371733533342772038e-01,1.218326066833536947e+00,-7.754069170249729970e-01,-8.092769052360058168e-01,-1.283645962745322056e+00,-4.196887180635389125e-01,-9.204096845965986651e-01,3.618609210644250229e-01,-4.194950232830883530e-01,-3.298910141752318115e-01,1.935248949010193620e+00,-1.394434911648746667e+00,1.276768840840753816e+00,-7.369643750999199661e-01,-8.623164985025838503e-01,-9.898908798046147650e-01,-1.120099352446805918e+00,1.204957707524648258e+00,3.640017929845815181e-01,9.272988894116553082e-02,-5.659883168023950306e-01,-7.031152942494910407e-01,-3.856799064125516208e-01,-3.130630992491709869e-02,-8.826485971191795343e-01,-5.414336808692048475e-01
-6.229219016698166467e-01,5.441148694030143451e-01,-2.325940255408903146e-01,8.743462339390176696e-01,-9.188402986313773391e-02,6.761034765543594283e-01,2.182363824940011909e+00,4.371733533342772038e-01,4.715604949507127275e-01,1.289645446853545208e+00,9.857920158050426096e-01,1.826375134642393983e+00,-4.196887180635389125e-01,-9.204096845965986651e-01,8.309237692503823602e-01,1.923922138565875128e+00,4.913754501813742404e-01,5.248458972935948763e-01,1.767067476517913072e+00,-1.113901189737931618e+00,-7.369643750999199661e-01,1.159667015227612730e+00,1.207472988314443052e+00,1.040659682060507407e+00,1.204957707524648258e+00,5.508080871334737338e-01,1.813851176366966800e-01,5.360338419481222028e-01,8.891111948860463965e-01,2.621616433068551633e+00,-3.131931023292354455e-02,2.175267855962834673e+00,1.195240389843346795e+00
