-2.592813107185065746e-04,8.026973605155944824e-01,8.962082862854003906e-01,8.936691284179687500e-01,9.934946298599243164e-01,4.970137178897857666e-01,4.933365881443023682e-01,6.748098731040954590e-01,4.918049871921539307e-01,8.038477301597595215e-01,1.355722080916166306e-02,2.623810200020670891e-03,-1.596340560354292393e-03,-5.451816832646727562e-04,-1.221739570610225201e-03,4.763015080243349075e-03,6.945617031306028366e-03,1.990088494494557381e-03,7.778732106089591980e-03,-7.148203440010547638e-05
4.552597180008888245e-03,2.954081399366259575e-03,-7.944343611598014832e-03,5.676689557731151581e-03,3.862683102488517761e-02,2.146722748875617981e-03,-3.985058865509927273e-04,6.505428254604339600e-02,-5.830583162605762482e-03,1.387097034603357315e-02,9.694855213165283203e-01,9.563565254211425781e-01,9.630780220031738281e-01,9.516692757606506348e-01,1.637872010469436646e-01,9.055464528501033783e-03,7.219162303954362869e-03,1.022225245833396912e-02,-3.522964660078287125e-03,-4.411253146827220917e-03
-2.728297607973217964e-03,-4.818096291273832321e-03,-9.374650195240974426e-03,-1.810066984035074711e-03,-3.688849974423646927e-03,-4.879517946392297745e-03,-6.753796478733420372e-04,6.855991482734680176e-01,-5.155943799763917923e-03,4.862319827079772949e-01,2.998574264347553253e-02,9.694874286651611328e-03,-8.330045267939567566e-03,1.772752963006496429e-02,5.425716750323772430e-03,6.648222915828227997e-04,5.030117928981781006e-03,-7.284536492079496384e-03,-1.252431247849017382e-04,8.899592794477939606e-04
-2.024551155045628548e-03,-7.479718886315822601e-03,3.167795483022928238e-03,1.041376497596502304e-02,-7.566046901047229767e-03,-1.570992404595017433e-03,-4.360957071185112000e-03,2.770802529994398355e-04,-9.629487991333007812e-03,1.469252631068229675e-02,9.184902906417846680e-01,6.598970890045166016e-01,3.056284785270690918e-01,6.622711420059204102e-01,5.940662622451782227e-01,1.016486287117004395e+00,9.982362985610961914e-01,5.834087729454040527e-01,9.870880842208862305e-01,8.116521239280700684e-01
-5.644707009196281433e-03,-8.780746720731258392e-03,-1.090773567557334900e-02,-1.018032617866992950e-02,-2.378333359956741333e-02,1.824509352445602417e-03,1.188460737466812134e-03,-1.476029586046934128e-02,-8.131780778057873249e-04,2.318725455552339554e-03,8.139092922210693359e-01,9.023974537849426270e-01,1.003079891204833984e+00,1.007930755615234375e+00,1.002194881439208984e+00,9.870319366455078125e-01,1.000479698181152344e+00,3.846141742542386055e-03,9.958680868148803711e-01,-1.111272023990750313e-03
-2.919384976848959923e-03,1.265498157590627670e-02,5.169837176799774170e-02,5.153275281190872192e-02,4.239110648632049561e-02,4.102170094847679138e-02,4.492787178605794907e-03,6.508318334817886353e-02,4.609052091836929321e-03,6.752998381853103638e-02,9.453443288803100586e-01,7.637519240379333496e-01,6.579672694206237793e-01,4.692726433277130127e-01,5.780439972877502441e-01,2.473497763276100159e-02,7.116216421127319336e-01,2.913070917129516602e-01,8.016210198402404785e-01,8.954185992479324341e-02
1.331097446382045746e-03,6.825400982052087784e-03,8.611953817307949066e-03,1.435376238077878952e-03,1.798121025785803795e-03,2.857330953702330589e-03,-1.885887817479670048e-03,4.264305904507637024e-02,-6.267813500016927719e-03,2.239805087447166443e-02,9.448667764663696289e-01,9.551296234130859375e-01,9.515450000762939453e-01,9.431555271148681641e-01,8.013430237770080566e-01,5.052914619445800781e-01,4.930867850780487061e-01,4.137064795941114426e-03,2.857197523117065430e-01,-3.444202244281768799e-03
-1.737999147735536098e-03,7.759091854095458984e-01,8.655359148979187012e-01,8.626593351364135742e-01,6.737196445465087891e-01,4.704998731613159180e-01,3.851972222328186035e-01,7.720198035240173340e-01,5.775318741798400879e-01,6.617631912231445312e-01,1.571730710566043854e-02,-1.287030521780252457e-02,-8.820661343634128571e-03,-4.859585023950785398e-04,4.351952578872442245e-03,1.659617642872035503e-03,1.509589329361915588e-02,-4.065054468810558319e-03,-1.005446029012091458e-04,4.116039723157882690e-03
3.600959025789052248e-04,9.938344359397888184e-01,6.525859702378511429e-03,-1.871511898934841156e-02,1.013051867485046387e+00,-2.231734804809093475e-03,3.066271077841520309e-03,2.463508211076259613e-02,-1.046403683722019196e-02,9.879847764968872070e-01,-3.568940609693527222e-02,-3.911028057336807251e-02,-1.291236467659473419e-02,-2.164101228117942810e-02,-1.567199081182479858e-02,-7.540347520262002945e-03,-1.297369971871376038e-02,-1.302868966013193130e-02,-5.681982263922691345e-03,-1.746984664350748062e-03
3.666511271148920059e-03,8.138398528099060059e-01,7.195979952812194824e-01,7.194271087646484375e-01,6.201138496398925781e-01,5.075027942657470703e-01,4.023560285568237305e-01,1.017061471939086914e+00,6.049347519874572754e-01,7.910936474800109863e-01,-1.379971299320459366e-02,-1.330475602298974991e-02,-8.175724186003208160e-03,7.332002278417348862e-04,-3.305429592728614807e-03,-2.909508300945162773e-03,-8.018068037927150726e-03,-3.335428424179553986e-03,3.331534098833799362e-03,-4.869564436376094818e-03
-1.969839679077267647e-03,-1.196751929819583893e-02,-5.021366290748119354e-03,8.067994494922459126e-04,-1.886173558887094259e-04,-2.651052782312035561e-03,-6.962998304516077042e-05,5.121698603034019470e-02,-4.166225437074899673e-03,4.542657732963562012e-02,8.933082818984985352e-01,6.619912385940551758e-01,9.774092435836791992e-01,9.435040950775146484e-01,7.789547443389892578e-01,-1.765088550746440887e-02,-1.264681294560432434e-02,4.468646657187491655e-04,-6.245586555451154709e-04,1.192476134747266769e-02
5.595951806753873825e-04,8.952936530113220215e-01,7.964480519294738770e-01,1.025064349174499512e+00,8.000289797782897949e-01,9.974525570869445801e-01,5.961633920669555664e-01,1.015404939651489258e+00,8.948194980621337891e-01,9.895492196083068848e-01,-1.946518942713737488e-02,-6.862510461360216141e-03,2.697216812521219254e-03,1.243007136508822441e-03,-2.514874329790472984e-03,4.327153146732598543e-05,3.544379258528351784e-03,-6.711799069307744503e-04,-8.326608804054558277e-04,-2.554471604526042938e-03
-3.626621793955564499e-03,-1.878571812994778156e-03,-1.426248694770038128e-03,-2.090437337756156921e-03,-1.344632729887962341e-02,2.363949781283736229e-03,-1.908892416395246983e-03,-7.756273262202739716e-03,-2.389602130278944969e-03,-2.198227308690547943e-02,1.010223150253295898e+00,1.012868881225585938e+00,1.020055294036865234e+00,1.014486551284790039e+00,1.014100670814514160e+00,1.006317377090454102e+00,1.007787227630615234e+00,2.719468623399734497e-02,5.273697376251220703e-01,1.221028063446283340e-02
2.526177093386650085e-03,-1.734722871333360672e-03,-6.495828740298748016e-03,5.232536699622869492e-03,5.879270844161510468e-03,1.653116196393966675e-02,2.077131066471338272e-03,5.947735160589218140e-02,3.305305261164903641e-03,8.852878957986831665e-02,8.751441836357116699e-01,9.155672192573547363e-01,8.846555352210998535e-01,9.147812724113464355e-01,9.490253329277038574e-01,9.966810941696166992e-01,9.705293774604797363e-01,5.532128214836120605e-01,7.418327331542968750e-01,8.137141168117523193e-02
-1.651142811169847846e-04,9.721326231956481934e-01,9.619521498680114746e-01,9.943991303443908691e-01,9.570405483245849609e-01,9.966014623641967773e-01,5.800880491733551025e-03,9.957279264926910400e-02,1.004096679389476776e-02,6.802764534950256348e-01,1.386923994868993759e-02,-4.418330732733011246e-03,-1.312819425947964191e-03,-1.592731568962335587e-03,-4.592311568558216095e-03,3.137616906315088272e-03,-2.596221165731549263e-03,8.138416451402008533e-04,-5.623327102512121201e-03,-2.673376351594924927e-03
2.680811157915741205e-04,7.969259619712829590e-01,9.000338912010192871e-01,1.016101956367492676e+00,9.933828115463256836e-01,9.913268685340881348e-01,6.878296732902526855e-01,8.863211870193481445e-01,7.976956367492675781e-01,8.271401524543762207e-01,-2.014206908643245697e-02,-3.095418214797973633e-03,-3.083939198404550552e-03,5.684582982212305069e-03,-7.479339372366666794e-03,1.740178093314170837e-03,-1.868591993115842342e-03,-7.349756546318531036e-03,-4.677099641412496567e-03,-6.093522533774375916e-04
-2.557248626544605941e-05,8.539941161870956421e-03,9.494131430983543396e-03,3.555041551589965820e-02,8.155258372426033020e-03,6.023692898452281952e-03,-8.124100277200341225e-04,3.705481812357902527e-02,-6.783860269933938980e-03,4.053181037306785583e-02,9.547953009605407715e-01,6.523720454424619675e-03,7.342009921558201313e-04,-4.753057844936847687e-03,1.962070818990468979e-03,-1.221512677147984505e-03,-1.451057754456996918e-02,3.702746005728840828e-03,-9.766520000994205475e-03,-3.760715480893850327e-04
-1.356380991637706757e-03,-2.785904332995414734e-03,2.750810002908110619e-03,2.754498720169067383e-01,3.478615581989288330e-01,9.807516932487487793e-01,-5.629692692309617996e-03,2.287441343069076538e-01,6.127557717263698578e-03,7.161833643913269043e-01,3.210864961147308350e-03,4.677408374845981598e-03,-9.400360286235809326e-04,-8.656444959342479706e-03,8.038393221795558929e-03,6.944741588085889816e-03,9.037382900714874268e-03,1.421070005744695663e-02,6.293833255767822266e-03,3.962350310757756233e-04
1.635625812923535705e-04,-3.243983373977243900e-04,2.953617572784423828e-01,5.924328565597534180e-01,1.925324797630310059e-01,4.147464409470558167e-03,2.002468099817633629e-03,6.184201221913099289e-03,-3.563842037692666054e-04,6.815177202224731445e-01,2.650911733508110046e-02,1.170232659205794334e-03,6.881645880639553070e-03,-1.223428547382354736e-02,-4.280416760593652725e-03,9.766469709575176239e-03,4.896968603134155273e-03,1.050556916743516922e-02,8.504170924425125122e-03,-2.201413502916693687e-03
-1.258890959434211254e-03,-1.133233215659856796e-02,-5.070204846560955048e-03,-1.082082465291023254e-02,-2.425507409498095512e-03,-1.233340613543987274e-02,-6.366596557199954987e-03,3.515332005918025970e-03,3.725153859704732895e-03,-9.335206123068928719e-04,9.825845956802368164e-01,9.479442238807678223e-01,9.797685742378234863e-01,1.015166640281677246e+00,4.266171157360076904e-02,-1.840335433371365070e-03,3.207578090950846672e-03,1.081294286996126175e-02,3.829273162409663200e-03,-1.820936100557446480e-03
1.269925292581319809e-02,1.090817525982856750e-02,1.229259930551052094e-02,2.438618056476116180e-02,2.452176250517368317e-02,7.007022388279438019e-03,4.161491058766841888e-03,3.440367802977561951e-02,1.504344958811998367e-02,4.453257843852043152e-02,-1.188213843852281570e-02,-7.288405671715736389e-03,9.361471980810165405e-02,-1.282888278365135193e-02,3.636543452739715576e-01,9.557093381881713867e-01,9.553185105323791504e-01,-4.930226714350283146e-04,-3.312289481982588768e-03,-1.179765444248914719e-03
5.968213547021150589e-03,-3.087681485339999199e-03,2.995414193719625473e-03,2.800668822601437569e-03,-1.931549166329205036e-03,-8.078885264694690704e-03,3.107285127043724060e-03,3.548235865309834480e-03,7.163974922150373459e-03,-5.275136791169643402e-03,8.813462257385253906e-01,3.747597336769104004e-03,1.994605176150798798e-02,5.612652748823165894e-03,2.419761009514331818e-02,-2.701666671782732010e-03,6.055708043277263641e-03,-2.217019442468881607e-03,-2.335945377126336098e-03,-4.532541614025831223e-03
1.500174636021256447e-03,-3.836204530671238899e-03,-2.242487668991088867e-02,8.448219858109951019e-03,7.077933289110660553e-03,-9.601828642189502716e-03,-3.058201633393764496e-03,-2.759905328275635839e-05,-5.193211603909730911e-03,-1.109022274613380432e-02,9.939836859703063965e-01,7.975645065307617188e-01,5.447549819946289062e-01,9.680648148059844971e-02,5.947341322898864746e-01,9.991076588630676270e-01,1.006112933158874512e+00,1.121192332357168198e-02,1.020460367202758789e+00,8.049322962760925293e-01
-3.882424789480865002e-04,1.910928189754486084e-01,4.932789206504821777e-01,8.026661276817321777e-01,7.079752683639526367e-01,9.811848402023315430e-01,-9.358555544167757034e-04,8.550184369087219238e-01,4.635851979255676270e-01,7.747194766998291016e-01,5.794090032577514648e-02,2.324751764535903931e-02,2.610569819808006287e-02,1.578649389557540417e-03,5.813521333038806915e-03,-9.363715536892414093e-03,6.398433819413185120e-03,2.640151884406805038e-03,1.969569129869341850e-03,7.200369727797806263e-04
3.173300623893737793e-02,3.677344322204589844e-02,6.661718711256980896e-03,6.944179534912109375e-03,4.020832479000091553e-02,7.155355066061019897e-03,1.185176079161465168e-03,6.149767711758613586e-02,1.477028802037239075e-02,9.601848572492599487e-02,-2.462028339505195618e-02,6.350047588348388672e-01,7.375035881996154785e-01,6.843663454055786133e-01,6.734618544578552246e-01,-1.545047014951705933e-02,-2.917317487299442291e-02,-1.143529731780290604e-02,-2.432278357446193695e-02,6.163728539831936359e-04
-2.961288439109921455e-03,1.002547796815633774e-02,6.664042472839355469e-01,7.534821033477783203e-01,7.730385661125183105e-01,2.292689867317676544e-02,2.256144210696220398e-02,6.643307805061340332e-01,3.929042071104049683e-02,5.874064564704895020e-01,7.660467177629470825e-02,5.807062983512878418e-02,1.024255063384771347e-03,-1.845670049078762531e-03,-9.747683070600032806e-03,-7.326743099838495255e-03,1.832979731261730194e-03,-8.306563831865787506e-03,-8.446879684925079346e-03,-7.183126173913478851e-03
3.605957841500639915e-03,2.024114364758133888e-03,6.327667739242315292e-03,5.037113092839717865e-03,6.489070598036050797e-03,4.835777916014194489e-03,3.490636590868234634e-03,5.303694009780883789e-01,5.536326672881841660e-03,5.843713283538818359e-01,1.057534739375114441e-01,9.504330903291702271e-02,9.254723042249679565e-02,1.044146791100502014e-01,8.182968199253082275e-02,3.541850671172142029e-02,3.385188058018684387e-02,-8.230222389101982117e-03,6.858832668513059616e-03,7.109828875400125980e-04
1.339940121397376060e-03,-8.554069790989160538e-05,6.252988241612911224e-03,2.569382078945636749e-03,9.971537590026855469e-01,3.662427770905196667e-04,-2.518494147807359695e-03,7.957400679588317871e-01,4.936822950839996338e-01,8.872245550155639648e-01,2.710911259055137634e-02,3.509199246764183044e-02,3.044563159346580505e-02,1.647970266640186310e-02,1.690522581338882446e-02,2.574689220637083054e-03,-1.457409374415874481e-02,8.534755557775497437e-03,-9.632839821279048920e-03,-4.038831684738397598e-03
1.318060560151934624e-03,8.779073134064674377e-03,2.209821948781609535e-03,1.068377587944269180e-02,-1.677171792834997177e-03,7.488106936216354370e-02,1.422124332748353481e-03,5.765417218208312988e-02,-2.199198119342327118e-03,1.104411482810974121e-01,8.201941251754760742e-01,8.858810067176818848e-01,9.021338224411010742e-01,9.026312828063964844e-01,9.271743297576904297e-01,-1.289544627070426941e-03,9.419866800308227539e-01,6.671322584152221680e-01,9.698078036308288574e-01,2.576378174126148224e-03
